type,query,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,text
Tweet,#texas,madisonbatts,4437,4978,18,34643,madisonbatts,118408,1427,879,7524,"Damn @tedcruz 
Is there anyone that likes or respects you? #Texas do better. https://t.co/yXBCJFuEVA"
RT,#texas,noebrydnp,54,127,0,235,_srahandrea_,380,217,1,4645,"RT @_srahandrea_: Just the other night I was sleeping with TWO cobijas on, and now I’m sleeping with the AC on -.- #Texas"
Tweet,#texas,ExecDoctr,178,564,5,1789,ExecDoctr,380,217,1,4645,@KristySwansonXO #Texas
RT,#texas,Sejanus_Secund,29,408,0,2126,GoyaFoods,58619,2215,204,9331,"RT @GoyaFoods: We are with you #Texas ❤️ We donated 50,000 pounds of food to Gallery Furniture, a local store in #Houston that opened up to…"
Tweet,#texas,jjstoneFMnews,701,2904,31,13592,jjstoneFMnews,58619,2215,204,9331,"@1071KISSFM: The actor and Texas native made the announcement on Twitter. || https://t.co/oOg3ZsU2pc

#ForMoreNEWS╰… https://t.co/nuvd9wNB9T"
RT,#texas,crite512,58,662,0,2092,PowerOutage_us,8961,476,210,651,"RT @PowerOutage_us: #Texas Winter Storm Summary.
Max customers out at one time: 4.4 million
Total customers Affected: Over 5.6 Million
Sour…"
Tweet,#texas,ExecDoctr,178,564,5,1789,ExecDoctr,8961,476,210,651,@ACTBrigitte #Texas
Tweet,#texas,iamraena,188,880,9,29122,iamraena,8961,476,210,651,Rare hard to find #jurassicworld #dilophosaurus in hand and ready to ship #green #arizona #uk #australia… https://t.co/YVvpXIUVfN
Tweet,#texas,TeacherReality,11154,2913,384,43160,TeacherReality,8961,476,210,651,"Yes, extremely poor decisions have been made in #Texas surrounding the power outage and #Covid. People died because… https://t.co/TFzFb35bTF"
RT,#texas,TheMohawkStudio,3574,621,33,116204,musicandpost,3039,4993,137,63604,"RT @musicandpost: Visit #ESAudio 🎵 #RecordingStudio's  Official Site for Our Latest #News from the #Studio 🎵! 👍

Thanks Everyone and Have a…"
RT,#texas,TheMohawkStudio,3574,621,33,116204,RealJoAnnBush,2558,4994,180,48575,"RT @RealJoAnnBush: Visit #ESAudio 🎵 #RecordingStudio's  Official Site for Our Latest #News from the #Studio 🎵! 👍

Thanks Everyone and Have…"
Tweet,#texas,sirwiki1,0,4,1,67900,sirwiki1,2558,4994,180,48575,"We are at; #TEXAS,  TAB A, TWO. LG K7, ONE, SAME PHONES, THREE. THIS TAB A ON MY GOLDWING, MICKEY. MOVE, THIS IS IT… https://t.co/UCmvR5qMaH"
RT,#texas,bradbonomo,29422,32380,1099,17781,compliance_az,725,4964,2,3504,"RT @compliance_az: #YesPHX #YesAZ 

So much #growth in #Arizona #Business 

We are seeing our economy roaring back strong in 2021! 

Welcom…"
Tweet,#texas,LocatingPros,943,332,1,843,LocatingPros,725,4964,2,3504,"#Dallas, #Texas
Living in the big city doesn't have to mean less luxurious. Living at The Vista will allow you to e… https://t.co/wdOcHGpkKJ"
Tweet,#texas,GlobalNewsTH,5466,6011,693,214350,GlobalNewsTH,725,4964,2,3504,"""Top executives of #Texas electric grid resign after storm failure"" on YouTube @Reuters #OnlyInAmerica #Plutocracy 
https://t.co/ykYHw2fqPP"
Tweet,#texas,EJenkins_Texas,62,384,0,918,EJenkins_Texas,725,4964,2,3504,Does anyone know if #TedCruz wants to get re-elected? It’s hard for me to tell anymore...#Texas
RT,#texas,TXOGA,10665,769,147,3382,cbs11jack,6957,1330,281,23634,"RT @cbs11jack: #NEW Energy experts say to prevent the widespread power outages in #Texas last week, improvements should be made to the elec…"
Tweet,#texas,sekiyad,1248,2506,53,19958,sekiyad,6957,1330,281,23634,"Please don’t forget #Texas 🙏🏾
Fixing plumbing, providing shelter, supplying water and feeding the people. 

Join me… https://t.co/SraTSOBmzd"
RT,#texas,lily_oh_lily_,487,200,72,104508,IDAUSA,23002,1640,350,10445,"RT @IDAUSA: Our hearts go out to the hundreds of #animals &amp; staff @primate_refuge in #Texas, which lost power &amp; water on Monday. They’re st…"
RT,#texas,kalisacosta,31,199,0,8436,AlertaMundial19,12772,206,46,1465,"RT @AlertaMundial19: Reportan fuerte explosión en #Texas, tras choque de un tren. Los primeros reportes indican que un tren cargado de carb…"
RT,#texas,12JJJJ12,109,125,4,6456,IDAUSA,23002,1640,350,10445,"RT @IDAUSA: Our hearts go out to the hundreds of #animals &amp; staff @primate_refuge in #Texas, which lost power &amp; water on Monday. They’re st…"
Tweet,#texas,DestiGrace1,2610,3487,110,119802,DestiGrace1,23002,1640,350,10445,"@BetoORourke on the senseless loss of human lives in #Texas at hands of RepubliCONs via 
@allinwithchris. If I did… https://t.co/qQWywlGHf5"
RT,#texas,LisaAStanley127,645,1705,0,8129,themattwalton,6320,6019,112,31210,"RT @themattwalton: Just so we’re clear, this week alone, #FederalRegulations saved the life of every passenger on board #United328 &amp; #Tiger…"
Tweet,#texas,wtfcali_,762,1501,3,14878,wtfcali_,6320,6019,112,31210,"Nope. They f*cked up and didn't heed warnings, and now want you to pay for their mistake?  I don't think so.… https://t.co/vAJi22BUYF"
Tweet,#texas,Chris87Baker,183,998,1,4776,Chris87Baker,6320,6019,112,31210,General Sam Houston the time he needs to train his army. #AmericanHistory #OTD #history #Texas #19thcentury https://t.co/FtTvm47j2q
RT,#texas,neuralit,360,1559,3,2020,FeizyLaw,133,12,1,944,RT @FeizyLaw: We will vigorously advocate for you and your family's best interests. Call us now at 214-651-8686 or contact us at https://t.…
RT,#texas,pilch_lisa,21,277,0,2686,LookAheadOrg,3986,1,18,49,"RT @LookAheadOrg: Happy to announce that we have put our first full-time employee on payroll (in the state of #TEXAS!) The job's initial, p…"
RT,#texas,JenLuvsReviews,37515,919,87,29998,kikisheart23,276,234,0,11749,"RT @kikisheart23: If you can help us $carrie2331 
I'm sorry to even ask!!! #texas #FortWorth"
RT,#texas,AmmieApril,2160,734,42,71677,DianaMSharpton,23750,21888,3834,792620,RT @DianaMSharpton: Beautiful In Pink #Japanese #Magnolia #Floral #Photography #Dallas #Texas #DianaMarySharpton https://t.co/Fhc93MCmBM ht…
RT,#texas,AmmieApril,2160,734,42,71677,DianaMSharpton,23750,21888,3834,792620,RT @DianaMSharpton: Winter Pansies #DigitalArt #HandDrawn #Pansies #DianaMarySharpton #FineArtAmerica #Richardson #Texas #wallartforsale #f…
RT,#texas,ryanraysr,973,1188,33,20862,anasalhajji,70313,502,929,87944,"RT @anasalhajji: It was a pleasure to be in the WarRoom this morning discussing various energy markets issues with @ryanraysr 

Here is a l…"
RT,#texas,RevDaddyLove,13900,1174,190,6083,Alyssa_Milano,3755517,6332,34510,72076,"RT @Alyssa_Milano: 🚨PLEASE SHARE FOR OUR FRIENDS IN #TEXAS 🚨

GENERAL TEXAS MUTUAL AID AND RESOURCE DOCUMENT CAN BE FOUND HERE: https://t.c…"
Tweet,#texas,Artist_Oz,181,333,12,5407,Artist_Oz,3755517,6332,34510,72076,"We're back after the big freeze. 
Chicken fried steak! Whole meal under 10 bucks. 
https://t.co/1d0gUc4kxP

#cook… https://t.co/de4o0fULzd"
Tweet,#texas,KanadaBanda,99,57,3,424,KanadaBanda,3755517,6332,34510,72076,"Nagy bada-bumm! #Cameron, #Texas, feb. 23., reggel 7 óra: #baleset. Egy kamionsofőr járművével figyelmetlenül hajto… https://t.co/MFl3nZmwgg"
RT,#texas,AmmieApril,2160,734,42,71677,ArtisticParley,15772,13378,2201,505226,RT @ArtisticParley: Blue Bonnets Shining Brightly #Spring #State #Flower #Bluebonnets #Euless #Texas #wallartforsale #fineartforsale #Diana…
RT,#texas,GreenGoalNow,23,18,0,3241,EduardoCoutoRj,652,500,42,128382,"RT @EduardoCoutoRj: Isso no mesmo dia que nos #EstadosUnidos, onde tudo é privado, teve gente que pagava 200 dolares indo para mais de 10 m…"
RT,#texas,Trilll_Gio,260,476,0,16881,AnaBananut,312,1096,8,9814,RT @AnaBananut: Dallas please help find Amy Hernandez #dallas #texas https://t.co/lH6BJ8mMc3
RT,#texas,stocklong,1397,1946,4,69401,IDAUSA,23002,1640,350,10445,"RT @IDAUSA: Our hearts go out to the hundreds of #animals &amp; staff @primate_refuge in #Texas, which lost power &amp; water on Monday. They’re st…"
Tweet,#texas,BigWinnerSport1,1,15,0,19,BigWinnerSport1,23002,1640,350,10445,Wow #kansas #texas going into overtime tied at 66! Thankfully my clients had the over 138! Let’s cash it!!!… https://t.co/dSjISZrc3X
Tweet,#texas,liz_farmer,3568,9871,109,31680,liz_farmer,23002,1640,350,10445,"Along with @BontonFarms, we’ve loved @imperfect_foods and primarily sustained off these two sources through the pan… https://t.co/FhXfFY4IM8"
Tweet,#texas,ace11daley,485,1153,12,69284,ace11daley,23002,1640,350,10445,"Tie game 8 seconds left so let’s casually bring the ball up and take a step back contested 27 ft shot. GET TO THE RIM, god damn man. #Texas"
Tweet,#texas,KanadaBanda,99,57,3,424,KanadaBanda,23002,1640,350,10445,"Nagy bada-bumm! #Cameron, #Texas: vasúti baleset, környezeti katasztrófa:
https://t.co/Ib3sgojbpy… https://t.co/Hcb5P21RMn"
RT,#texas,vectorborg,1047,57,12,65262,WePoll_TheGame,410,359,7,2888,"RT @WePoll_TheGame: Which sources of energy would you prefer to use?
A) Oil &amp; gasoline
B) Natural gas &amp; nuclear
C) Wind, solar, geothermal…"
RT,#texas,ludmila1348,4171,4967,185,749690,AncientEgypt22,2191,0,30,388,"RT @AncientEgypt22: Temple of Queen Hatshepsut from above ❤ Luxor, Egypt 🇪🇬

#egypt #ancientegypt #archaeology #egyptology #art #travel #th…"
RT,#texas,lol_u_lost69,2,81,0,16,carlottelinda1,4,0,0,7,"RT @carlottelinda1: #collegegirls #sugardaddylegit I’m given out $5000 to any babe that RT, follow and DM. #sellingcontent #buyingcontent…"
Tweet,#texas,Patkk151515,82,275,0,3634,Patkk151515,4,0,0,7,Guess Shaka Smart feels like saving his timeouts. Still wonder how he has a job. #Big12 #Texas
Tweet,#texas,ShallowReality,74,117,0,3867,ShallowReality,4,0,0,7,Now that the lights are back on in #Texas the state has to figure out who’s going to pay for the energy crisis that… https://t.co/1qqP2Jxlxy
RT,#texas,SydR_27,123,80,0,14272,nerdgirldv,3605,4998,9,52625,RT @nerdgirldv: Holy 💩!  Listening to #maddow. The current disaster in #Texas is not new.  Last time it happened was 10yrs ago.  In the aft…
Tweet,#texas,MarkTheOverseer,10464,3635,135,146870,MarkTheOverseer,3605,4998,9,52625,Overtime! #kubball #Texas #Big12
Tweet,#texas,mwiggy16,178,635,5,4835,mwiggy16,3605,4998,9,52625,Dang that ref can’t swallow the whistle right there #texas #kansas
Tweet,#texas,timgoodenow,222,494,2,2516,timgoodenow,3605,4998,9,52625,#freebasketball #ku #texas
RT,#texas,Delorberika,14,36,0,112,ConsulMexLar,1545,353,23,8711,"RT @ConsulMexLar: ¡⚠️ ATENCIÓN ⚠️!

A todos los adultos mayores de 65 años de edad que residan en nuestra circunscripción (condados de Lare…"
Tweet,#texas,TravisFuguet,1173,2080,25,26689,TravisFuguet,1545,353,23,8711,#Kansas and #Texas are going to overtime! #KUvsTEX
RT,#texas,JaimeRa13216043,5,14,0,131,masksavelives20,185,546,0,36709,"RT @masksavelives20: @BetoORourke #Texas #vote for this man next time!!
Thanks @BetoORourke for everything you are doing!!"
RT,#texas,QTweather,6782,7414,179,98009,PowerOutage_us,8961,476,210,651,"RT @PowerOutage_us: #Texas Winter Storm Summary.
Max customers out at one time: 4.4 million
Total customers Affected: Over 5.6 Million
Sour…"
RT,#texas,News2River,76,298,0,11607,PowerOutage_us,8961,476,210,651,"RT @PowerOutage_us: #Texas Winter Storm Summary.
Max customers out at one time: 4.4 million
Total customers Affected: Over 5.6 Million
Sour…"
RT,#texas,AmmieApril,2160,734,42,71677,ArtographyByPsw,1046,809,78,26176,RT @ArtographyByPsw: Here's my 3 year old grandaughter Allie. A Texan ANGEL making a #snow #Angel it doesnt snow in (most of) #Texas Pretty…
RT,#texas,Robotrix1,659,1038,14,73937,themattwalton,6320,6019,112,31210,"RT @themattwalton: Just so we’re clear, this week alone, #FederalRegulations saved the life of every passenger on board #United328 &amp; #Tiger…"
Tweet,#texas,Blockchain4gov,60,1305,2,2222,Blockchain4gov,6320,6019,112,31210,#policenews #police #PoliceReform #PoliceAccountability #PoliceReformNow #PoliceState #texas #TexasFreeze… https://t.co/m7aQ8CIXSx
Tweet,#texas,TweetYourNovel,94041,97902,981,195222,TweetYourNovel,6320,6019,112,31210,PLEASE HELP #TEXAS #Childrens #Book #Author Who Has No Electricity Deliver An Important Message to Children on Marc… https://t.co/mPcS6VUTNQ
Tweet,#texas,WriteIntoPrint,194023,142259,2345,206029,WriteIntoPrint,6320,6019,112,31210,PLEASE HELP #TEXAS #Childrens #Book #Author Who Has No Electricity Deliver An Important Message to Children on Marc… https://t.co/xPm6n7xxcy
Tweet,#texas,CEDRdigital,8333,970,247,30988,CEDRdigital,6320,6019,112,31210,"Residentes de #Texas, ¿necesitan ayuda para eliminar algunos de los escombros de su casa o los daños a su propiedad… https://t.co/fWNeO1eVLd"
Tweet,#texas,combatradio,38724,5981,140,46054,combatradio,6320,6019,112,31210,Directed by our buddy Tobe Hooper and starring our friend Gunnar Hansen (as #Leatherface #RIP) it's an artillery ro… https://t.co/vruz00Rpul
RT,#texas,AmmieApril,2160,734,42,71677,cathsherman,1503,1473,68,35946,"RT @cathsherman: Texas Ranch Sunrise

A rancher in a tractor carries a bale of hay to feed cattle at #sunrise in the Piney Woods of East #T…"
RT,#texas,planetscape,5421,6030,436,391171,CEDRdigital,8333,970,247,30988,RT @CEDRdigital: Temps may be better but some in #Texas are still struggling to recover.  Volunteers are needed throughout #TX to help fami…
RT,#texas,AmmieApril,2160,734,42,71677,ArtisticParley,15772,13378,2201,505226,RT @ArtisticParley: Above Water #Photography #Sunrise #UndertheBridge #Rockwall #Texas #BushHWY #DianaMarySharpton https://t.co/O56HAK9C1h…
Tweet,#texas,livecut,2597,2612,276,149952,livecut,15772,13378,2201,505226,"Here's another evergreen from🤡#Rafael @SenTedCruz @TedCruz.

Guess those free-market energy policies left #Texas vo… https://t.co/TGf4FaQqPt"
Tweet,#texas,Frankzocalo,6329,343,48,31862,Frankzocalo,15772,13378,2201,505226,"#AlMomento #ReporteZocalo Parque nacional ""Presa Amistad"" de #DelRio #Texas abre sus puertas al público tras días d… https://t.co/l4OMN1hHyO"
RT,#texas,lindellgirl,511,3285,18,17164,NikkiFriedFL,17289,341,105,2339,"RT @NikkiFriedFL: Our @FLForestService Green Incident Management Team has arrived in #Texas, and today shadowed @TXForestService counterpar…"
RT,#texas,KatP147369,1228,1001,3,93411,BlueSquadSocial,943,876,6,499,"RT @BlueSquadSocial: Katie D. from Austin Mutual Aid has an updated list of needs and actions you can take to help your neighbors.
We're no…"
Tweet,#texas,BarmanFloyd,471,754,9,2288,BarmanFloyd,943,876,6,499,"Hey @JohnCornyn, 2 choices:  hold your compadres to this standard, or cram that shameless hypocrisy up your ass.… https://t.co/g4eJiYl3pP"
RT,#texas,KimYarnwrangler,1071,853,5,65235,CEDRdigital,8333,970,247,30988,"RT @CEDRdigital: #Texas residents, do you need help removing some of the debris from the home or property damage you sustained during the…"
RT,#texas,DavidPa91620835,440,864,3,12696,IEEEorg,295220,2545,2626,20403,RT @IEEEorg: .@ieeesmartgrid hosted a panel of electric utility experts including #IEEE Impact Creator Wei-jen Lee to discuss the #Texas el…
Tweet,#texas,angelflauta2,171,664,36,7475,angelflauta2,295220,2545,2626,20403,Look at Texas acting like she didn’t just try to kill us. #Texas #FitPoints #EveningWalk #WW #Boerne https://t.co/ndKmnpU8K6
RT,#texas,Doug_E_B,586,1204,1,11766,Horns247,34521,772,451,27179,RT @Horns247: Former #Texas QB Sam Ehlinger has been named the Jason Witten Collegiate Man of the Year. https://t.co/t4CT7ppPyc
RT,#texas,Saafzaf,33,108,0,1923,RT_com,3003754,675,20786,377554,"RT @RT_com: Evacuations ordered after train burns in Cameron, #Texas

DETAILS: https://t.co/Zi4Q1wvNVI https://t.co/5NW3PoLpYj"
Tweet,#texas,ddobison90,1058,1024,4,27498,ddobison90,3003754,675,20786,377554,These NCAA basketball color analyst make you ponder sometimes; the player from #Texas is literally holding the guy… https://t.co/HowZM81Mf2
Tweet,#texas,Darnell_Acts,834,452,35,26286,Darnell_Acts,3003754,675,20786,377554,Just another day in the eyes of a person of the darker skin persuasion. Yep no matter if it's black history month w… https://t.co/hRLkWmP4ET
Tweet,#texas,12MileGeo,514,95,868,162591,12MileGeo,3003754,675,20786,377554,"Sensible thing to do if you want to avoid the tar and feathers.

Five board members of #Texas grid operator #ERCOT… https://t.co/42v2pzuKpA"
Tweet,#texas,information4U2,1147,3208,0,45659,information4U2,3003754,675,20786,377554,"#Texas #Truth, well enumerated https://t.co/qFYwnn9puF"
RT,#texas,RunStrongTX,76,323,0,1946,jasonwheelertv,11568,2485,195,9865,RT @jasonwheelertv: Biggest insurer in #Texas is turning to virtual adjustments to process the huge number of claims pouring in from #Texas…
RT,#texas,Erratic8,46,220,0,2010,back2_sleep,61,218,6,2730,RT @back2_sleep: Damn @TRAEABN really putting in that work in #Texas. Get that man some presidential recognition!
RT,#texas,sephisunset,147,525,4,58320,PoojaOnTV,26791,3488,277,28109,"RT @PoojaOnTV: Houston, y’all... 🤣
https://t.co/VMkZUhA0B2 #Texas #TexasFreeze https://t.co/n6R18i4nyx"
RT,#texas,MrsJGTeach,82,220,2,99,mich_lee11,4044,3906,21,67207,"RT @mich_lee11: Hi, my #clearthelist could use some love for my Fantastic Firsties in #Texas Includes items for Dr. Seuss Day, March 2nd, d…"
RT,#texas,BillLawrence3,2,126,0,44,gnugut13,764,876,0,10289,RT @gnugut13: Every once in a while this picture needs to be posted. The girl in the picture opened her coat after @SenTedCruz  put his arm…
RT,#texas,pacoem,1571,1678,12,29403,mmsoriano,57991,1617,196,107954,RT @mmsoriano: Será el colmo que #Tamaulipas nos pida visa para cruzarlo y llegar a #Texas si es que -ya como República de Sierra Madre- aú…
Tweet,#texas,NiNiktro,2531,4832,35,42118,NiNiktro,57991,1617,196,107954,"Nei messaggi ottenuti dal Times, Heidi Cruz ha detto a un numero imprecisato di persone in una chat di gruppo che l… https://t.co/rcYlXZRJtT"
Tweet,#texas,kngsport,735,1499,30,50931,kngsport,57991,1617,196,107954,@hddaddy90 @HomeDepot I ask them to check me out to see my military ID for my discount. At least it covers my taxes… https://t.co/0MmgXUkj1l
RT,#texas,pc3244,1410,2038,65,122607,IDAUSA,23002,1640,350,10445,"RT @IDAUSA: Our hearts go out to the hundreds of #animals &amp; staff @primate_refuge in #Texas, which lost power &amp; water on Monday. They’re st…"
Tweet,#texas,Winz01D,23,514,0,249,Winz01D,23002,1640,350,10445,"Four ERCOT board members who live outside of #Texas resign in the aftermath of the power outage, winter storm"
Tweet,#texas,proud_liberal67,561,574,0,56631,proud_liberal67,23002,1640,350,10445,#KingdomLifeChurch #Texas pastor #BrandonBurden is holding an 'election fraud' event at his church 02/24/21 with… https://t.co/GXc8AcUivi
